storenum,nickname,address1,address2,address3,city,country,email1,email2,fax1,fax2,zone,field2,field3,phone1,phone2,state,zipcode,firstname,lastname,middlename,latitude,longitude,active,monopen,monclose,tueopen,tueclose,wedopen,wedclose,thuopen,thuclose,friopen,friclose,satopen,satclose,sunopen,sunclose
"1427","TSC_STORE_1427","1051 PARK ST","","","OGDENSBURG","US","","","","","63","Y","","315-393-8323","","NY","13669","","","","44.693676","-75.474228","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"543","TSC_STORE_0543","8016 171ST ST","","","BELTON","US","","","","","51","Y","","816-318-8203","","MO","64012","","","","38.81472","-94.497871","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"260","TSC_STORE_0260","2908 BROADWAY AVE","","","YANKTON","US","","","","","81","Y","","605-665-9353","","SD","57078","","","","42.90601","-97.396538","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"166","TSC_STORE_0166","3955 EAST CUMBERLAND RD","","","BLUEFIELD","US","","","","","51","Y","","304-325-6400","","WV","24701","","","","37.262581","-81.188873","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"132","TSC_STORE_0132","911 CENTER POINT RD","","","HENDERSONVILLE","US","","","","","53","Y","","615-822-8555","","TN","37075","","","","36.310246","-86.66671","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"586","TSC_STORE_0586","1701 ELMIRA ST","","","SAYRE","US","","","","","73","Y","","570-888-3800","","PA","18840","","","","41.973091","-76.541229","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"602","TSC_STORE_0602","425 WEST REELFOOT AVE","","","UNION CITY","US","","","","","51","Y","","731-885-5844","","TN","38261","","","","36.415901","-89.063225","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2108","TSC_STORE_2108","1301 EAST MAIN STREET","","","CORDELL","US","","","","","11","Y","","580-832-5585","","OK","73632-5625","","","","35.291981","-98.975807","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"142","TSC_STORE_0142","885 PRE EMPTION RD","","","GENEVA","US","","","","","61","Y","","315-789-4361","","NY","14456","","","","42.857395","-77.009598","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"223","TSC_STORE_0223","8000 RAEFORD RD","","","FAYETTEVILLE","US","","","","","22","Y","","910-868-6222","","NC","28304","","","","35.032852","-79.064949","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2312","TSC_STORE_2312","324 FLOYD DR","","","CARROLLTON","US","","","","","52","Y","","502-732-5550","","KY","41008-8264","","","","38.659008","-85.130455","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1501","TSC_STORE_1501","1275 EAST ATLANTIC ST","","","LA CROSSE","US","","","","","52","Y","","434-757-1050","","VA","23950-1820","","","","36.706581","-78.103996","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"466","TSC_STORE_0466","9249 BENBROOK BLVD","","","BENBROOK","US","","","","","11","Y","","817-249-5505","","TX","76126","","","","32.671474","-97.469803","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1188","TSC_STORE_1188","181 HWY 171","","","LAKE CHARLES","US","","","","","02","Y","","337-855-1031","","LA","70611","","","","30.299196","-93.196739","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1526","TSC_STORE_1526","889 NORTH GOSPEL ST STE 1","","","PAOLI","US","","","","","51","Y","","812-723-0054","","IN","47454","","","","38.56731","-86.466858","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2096","TSC_STORE_2096","20903 CROSBY FWY","","","CROSBY","US","","","","","13","Y","","936-367-9410","","TX","77532-9169","","","","29.881937","-95.068626","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2300","TSC_STORE_2300","1000 NORTH BROADWAY ST","","","CLEVELAND","US","","","","","14","Y","","918-358-5800","","OK","74020","","","","36.320522","-96.465782","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2331","TSC_STORE_2331","1500 WEST MAIN ST","","","MIDDLETON","US","","","","","81","Y","","208-585-9800","","ID","83644","","","","43.707092","-116.646248","1","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","9:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","9:00 AM","7:00 PM"
"1393","TSC_STORE_1393","48 CORNWELL DR","","","BRIDGETON","US","","","","","73","Y","","856-455-3944","","NJ","08302","","","","39.462341","-75.211372","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1917","TSC_STORE_1917","401 SOUTHEAST 8TH ST","","","SEMINOLE","US","","","","","41","Y","","432-758-6336","","TX","79360-5158","","","","32.713894","-102.635002","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1751","TSC_STORE_1751","2500 SOUTH BYRON BUTLER PKWY","","","PERRY","US","","","","","02","Y","","850-584-3060","","FL","32348","","","","30.088825","-83.573029","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"617","TSC_STORE_0617","1935 OLD HWY 135 NORTHWEST","","","CORYDON","US","","","","","51","Y","","812-734-0296","","IN","47112","","","","38.229626","-86.133392","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"764","TSC_STORE_0764","1575 SOUTH MAIN ST","","","FARMVILLE","US","","","","","53","Y","","434-392-1594","","VA","23901","","","","37.282734","-78.397461","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1253","TSC_STORE_1253","191 ELM ST UNIT 1","","","MILFORD","US","","","","","63","Y","","603-249-8910","","NH","03055","","","","42.839382","-71.667297","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2093","TSC_STORE_2093","1111 SOUTH MAGNOLIA ST","","","WOODVILLE","US","","","","","14","Y","","409-331-9988","","TX","75979-5607","","","","30.763546","-94.415352","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1855","TSC_STORE_1855","6719 EASTON RD","","","BEDMINSTER","US","","","","","72","Y","","215-766-2171","","PA","18947-9750","","","","40.412998","-75.14962","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1834","TSC_STORE_1834","120 TANK FARM RD","","","SAN LUIS OBISPO","US","","","","","07","Y","","805-595-1055","","CA","93401-7528","","","","35.247337","-120.671486","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1500","TSC_STORE_1500","57184 LYON CENTER DR WEST","","","NEW HUDSON","US","","","","","71","Y","","248-486-5389","","MI","48165","","","","42.51516","-83.617043","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"587","TSC_STORE_0587","201 EAST FAIRMOUNT","","","LAKEWOOD","US","","","","","62","Y","","716-763-0495","","NY","14750","","","","42.098835","-79.312126","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"129","TSC_STORE_0129","1504 WEST EVERLY BROTHERS BLVD STE A","","","CENTRAL CITY","US","","","","","51","Y","","270-754-2757","","KY","42330","","","","37.275818","-87.139191","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1939","TSC_STORE_1939","79 RED HILL RD","","","NEWPORT","US","","","","","72","Y","","717-567-2194","","PA","17074","","","","40.487259","-77.119362","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1355","TSC_STORE_1355","13059 BROADWAY ST","","","ALDEN","US","","","","","63","Y","","716-937-6106","","NY","14004","","","","42.897778","-78.500031","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"727","TSC_STORE_0727","1639 US HWY 74A BYP STE 200","","","SPINDALE","US","","","","","52","Y","","828-286-0760","","NC","28160","","","","35.34174","-81.905838","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1619","TSC_STORE_1619","5 MARIETTA CT","","","EDGEWOOD","US","","","","","82","Y","","505-281-8845","","NM","87015","","","","35.066029","-106.200645","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2156","TSC_STORE_2156","1202 4TH AVE SOUTH","","","WAHPETON","US","","","","","82","Y","","701-642-1144","","ND","58075-4663","","","","46.262405","-96.619034","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","12:00 PM","7:00 PM"
"1729","TSC_STORE_1729","826 CURRAN MEMORIAL HWY","","","NORTH ADAMS","US","","","","","63","Y","","413-664-6950","","MA","01247","","","","42.679092","-73.105011","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"187","TSC_STORE_0187","4813 BROADWAY ST","","","MOUNT VERNON","US","","","","","52","Y","","618-242-4633","","IL","62864","","","","38.310642","-88.965576","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"677","TSC_STORE_0677","1488 MARION WALDO RD RTE 423","","","MARION","US","","","","","71","Y","","740-725-9169","","OH","43302","","","","40.561382","-83.11808","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1272","TSC_STORE_1272","6285 GULL RD","","","KALAMAZOO","US","","","","","71","Y","","269-381-0904","","MI","49048","","","","42.331642","-85.507553","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"447","TSC_STORE_0447","119 PINEY FOREST RD","","","DANVILLE","US","","","","","52","Y","","434-791-3911","","VA","24540","","","","36.594612","-79.415306","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"575","TSC_STORE_0575","4450 SOUTHWEST DR","","","ABILENE","US","","","","","41","Y","","325-691-8901","","TX","79606","","","","32.409077","-99.782028","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2157","TSC_STORE_2157","527 EAST MAIN ST","","","BISCOE","US","","","","","22","Y","","910-428-2900","","NC","27209-9779","","","","35.362541","-79.768387","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"686","TSC_STORE_0686","390 WEST COLUMBUS AVE US RTE 6","","","CORRY","US","","","","","72","Y","","814-664-5853","","PA","16407","","","","41.934139","-79.655167","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1808","TSC_STORE_1808","950 NORTH ARIZONA BLVD","","","COOLIDGE","US","","","","","42","Y","","520-723-4445","","AZ","85128-3728","","","","32.986233","-111.525551","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"173","TSC_STORE_0173","1266 HWY 641 SOUTH","","","PARIS","US","","","","","53","Y","","731-641-8879","","TN","38242","","","","36.279346","-88.293861","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"611","TSC_STORE_0611","3790 TEAYS VALLEY RD","","","HURRICANE","US","","","","","51","Y","","304-760-0901","","WV","25526","","","","38.447418","-81.959671","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1178","TSC_STORE_1178","1040 BEARDS HILL RD","","","ABERDEEN","US","","","","","53","Y","","410-297-6607","","MD","21001","","","","39.520756","-76.184998","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"407","TSC_STORE_0407","3130 HALIFAX RD SUITE N","","","SOUTH BOSTON","US","","","","","52","Y","","434-575-8321","","VA","24592","","","","36.732307","-78.920067","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1884","TSC_STORE_1884","750 FARMSTEAD DR","","","EDINBORO","US","","","","","72","Y","","814-734-1975","","PA","16412","","","","41.880108","-80.167679","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2062","TSC_STORE_2062","715 SOUTHEAST 36TH ST","","","NEWTON","US","","","","","51","Y","","316-283-1100","","KS","67114","","","","37.998363","-97.329857","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1199","TSC_STORE_1199","13235 TAMIAMI TRL EAST","","","NAPLES","US","","","","","02","Y","","239-774-6927","","FL","34114","","","","26.061386","-81.695251","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"139","TSC_STORE_0139","7130 GRATIOT RD","","","SAGINAW","US","","","","","72","Y","","989-781-3568","","MI","48609","","","","43.416641","-84.054962","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2008","TSC_STORE_2008","723 US HWY 77 NORTH","","","HALLETTSVILLE","US","","","","","14","Y","","361-798-9118","","TX","77964","","","","29.466967","-96.938454","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1136","TSC_STORE_1136","2881 ROOSEVELT RD","","","MARINETTE","US","","","","","72","Y","","715-732-2093","","WI","54143","","","","45.074291","-87.661102","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"754","TSC_STORE_0754","380 NEW HARTFORD RD","","","BARKHAMSTED","US","","","","","63","Y","","860-738-9696","","CT","06063","","","","41.911926","-73.041084","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"481","TSC_STORE_0481","1308 WEST GRANTHAM ST","","","GOLDSBORO","US","","","","","23","Y","","919-580-7030","","NC","27530-1161","","","","35.419552","-78.051979","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1944","TSC_STORE_1944","10616 BALD HILL RD SOUTHEAST","","","YELM","US","","","","","92","Y","","360-400-3800","","WA","98597-9592","","","","46.933025","-122.589516","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1263","TSC_STORE_1263","608 WEST 15TH ST","","","WASHINGTON","US","","","","","22","Y","","252-946-1549","","NC","27889","","","","35.560017","-77.053284","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2028","TSC_STORE_2028","499 S BROADWAY ST","","","TRUTH OR CONSEQUENCES","US","","","","","42","Y","","575-894-2621","","NM","87901-3231","","","","33.127945","-107.260971","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"283","TSC_STORE_0283","20 LITCHFIELD PLZ","","","LITCHFIELD","US","","","","","00","N","","217-324-7166","","IL","62056","","","","39.182045","-89.668793","0","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","9:00 AM","7:00 PM"
"413","TSC_STORE_0413","1700 NORTH GRAND AVE","","","GAINESVILLE","US","","","","","11","Y","","940-668-4088","","TX","76240","","","","33.64439","-97.132477","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1831","TSC_STORE_1831","11395 STATE RTE 41","","","WEST UNION","US","","","","","52","Y","","937-544-1624","","OH","45693","","","","38.784122","-83.561928","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1485","TSC_STORE_1485","331 LIBERTY ST","","","PAWCATUCK","US","","","","","63","Y","","860-599-5764","","CT","06379","","","","41.396969","-71.844841","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"395","TSC_STORE_0395","13113 LEE HWY","","","BRISTOL","US","","","","","52","Y","","276-466-0212","","VA","24202","","","","36.634377","-82.127998","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"211","TSC_STORE_0211","1901 HART ST","","","VINCENNES","US","","","","","51","Y","","812-882-1955","","IN","47591","","","","38.666245","-87.513802","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1632","TSC_STORE_1632","2680 US HWY 80 WEST","","","SELMA","US","","","","","23","Y","","334-877-1440","","AL","36701-2401","","","","32.434952","-87.065254","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1687","TSC_STORE_1687","2100 WEST SERVICE RD","","","WEST MEMPHIS","US","","","","","14","Y","","870-735-5841","","AR","72301","","","","35.15926","-90.222107","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1744","TSC_STORE_1744","2201 PLAZA ST STE A","","","RAWLINS","US","","","","","81","Y","","307-324-0076","","WY","82301","","","","41.792782","-107.209221","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"711","TSC_STORE_0711","2520 NORTH COMMERCE ST","","","ARDMORE","US","","","","","11","Y","","580-223-3003","","OK","73401","","","","34.201557","-97.141411","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1494","TSC_STORE_1494","21 COMMERCIAL LN UNIT 1","","","RINDGE","US","","","","","63","Y","","603-899-6863","","NH","03461","","","","42.744331","-72.037369","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1665","TSC_STORE_1665","601 PATRIOT PKWY","","","TUSCALOOSA","US","","","","","22","Y","","205-344-6118","","AL","35405","","","","33.126987","-87.547447","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2225","TSC_STORE_2225","1601 SOUTH SANTA FE AVE","","","CHANUTE","US","","","","","52","Y","","620-432-0011","","KS","66720-3246","","","","37.664623","-95.454147","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1556","TSC_STORE_1556","1800 SOUTH FRONTAGE RD STE G","","","VICKSBURG","US","","","","","23","Y","","601-619-4448","","MS","39180","","","","32.320011","-90.87104","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2214","TSC_STORE_2214","203 MEADOW GLEN DR","","","OTTAWA","US","","","","","72","Y","","419-523-1114","","OH","45875","","","","41.033638","-84.041306","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1182","TSC_STORE_1182","225 WILSON CARTER DR","","","KIMBALL","US","","","","","53","Y","","423-837-8088","","TN","37347","","","","35.042683","-85.675598","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1221","TSC_STORE_1221","1920 NORTH BLUFF ST","","","FULTON","US","","","","","51","Y","","573-592-4884","","MO","65251","","","","38.867245","-91.942863","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
